# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  162       6.251450536176e-10       1.335884483903e-13      -5.875523011351e-12       1.177994337898e-15       2.841413392661e-12       5.340321788279e-13      -3.233276877951e-15 
  163       6.290345701254e-10       1.323693777579e-13      -5.838807861802e-12       1.194146725818e-15       2.790718452286e-12       5.263594012301e-13      -3.166842710699e-15 
  164       6.328828376071e-10       1.311164634659e-13      -5.798549898197e-12       1.210437530956e-15       2.741114972660e-12       5.188141996748e-13      -3.100682714214e-15 
  165       6.366887990508e-10       1.298321020276e-13      -5.754730509735e-12       1.226866791138e-15       2.692600940109e-12       5.113977303013e-13      -3.034831513064e-15 
  166       6.404513807411e-10       1.285188022080e-13      -5.707333110719e-12       1.243434515602e-15       2.645171210724e-12       5.041107788981e-13      -2.969323056914e-15 
  167       6.441694919716e-10       1.271791865381e-13      -5.656343179789e-12       1.260140684501e-15       2.598817443303e-12       4.969537524056e-13      -2.904190592731e-15 
  168       6.478420247577e-10       1.258159928288e-13      -5.601748299146e-12       1.276985248407e-15       2.553528032303e-12       4.899266704187e-13      -2.839466636996e-15 
  169       6.514678535495e-10       1.244320756849e-13      -5.543538193776e-12       1.293968127817e-15       2.509288040787e-12       4.830291566893e-13      -2.775182947914e-15 
  170       6.550458349444e-10       1.230304080193e-13      -5.481704770678e-12       1.311089212658e-15       2.466079133372e-12       4.762604306284e-13      -2.711370497627e-15 
  171       6.585748073995e-10       1.216140825670e-13      -5.416242158092e-12       1.328348361788e-15       2.423879509176e-12       4.696192988091e-13      -2.648059444419e-15 
  172       6.620535909449e-10       1.201863133991e-13      -5.347146744721e-12       1.345745402506e-15       2.382663834768e-12       4.631041464686e-13      -2.585279104928e-15 
  173       6.654809868962e-10       1.187504374367e-13      -5.274417218959e-12       1.363280130052e-15       2.342403177113e-12       4.567129290113e-13      -2.523057926358e-15 
  174       6.688557775667e-10       1.173099159655e-13      -5.198054608118e-12       1.380952307114e-15       2.303064936525e-12       4.504431635107e-13      -2.461423458687e-15 
  175       6.721767259810e-10       1.158683361491e-13      -5.118062317654e-12       1.398761663334e-15       2.264612779609e-12       4.442919202122e-13      -2.400402326878e-15 
  176       6.754425755871e-10       1.144294125438e-13      -5.034446170392e-12       1.416707894807e-15       2.227006572214e-12       4.382558140354e-13      -2.340020203089e-15 
  177       6.786520499693e-10       1.129969886118e-13      -4.947214445752e-12       1.434790663593e-15       2.190202312378e-12       4.323309960770e-13      -2.280301778883e-15 
  178       6.818038525609e-10       1.115750382361e-13      -4.856377918976e-12       1.453009597215e-15       2.154152063279e-12       4.265131451127e-13      -2.221270737437e-15 
  179       6.848966663570e-10       1.101676672341e-13      -4.761949900355e-12       1.471364288170e-15       2.118803886178e-12       4.207974591002e-13      -2.162949725754e-15 
  180       6.879292414542e-10       1.087789669742e-13      -4.663944899762e-12       1.489854254047e-15       2.084112246089e-12       4.151796586142e-13      -2.105355746468e-15 
  181       6.909006660517e-10       1.074125590508e-13      -4.562374419606e-12       1.508478815394e-15       2.050070293779e-12       4.096591040976e-13      -2.048485981694e-15 
  182       6.938101164901e-10       1.060720172396e-13      -4.457250902019e-12       1.527237207176e-15       2.016680027020e-12       4.042359106536e-13      -1.992330786353e-15 
  183       6.966567713962e-10       1.047610131052e-13      -4.348589107410e-12       1.546128616636e-15       1.983942020185e-12       3.989099536445e-13      -1.936878122970e-15 
  184       6.994398117189e-10       1.034833169700e-13      -4.236406148633e-12       1.565152182668e-15       1.951855395777e-12       3.936808639204e-13      -1.882113517015e-15 
  185       7.021584207657e-10       1.022427988838e-13      -4.120721525143e-12       1.584306995165e-15       1.920417795948e-12       3.885480230499e-13      -1.828020012243e-15 
  186       7.048117842385e-10       1.010434295929e-13      -4.001557157165e-12       1.603592094385e-15       1.889625354019e-12       3.835105585486e-13      -1.774578126031e-15 
  187       7.073990902705e-10       9.988928150958e-14      -3.878937419856e-12       1.623006470309e-15       1.859472666003e-12       3.785673391101e-13      -1.721765804720e-15 
  188       7.099195294615e-10       9.878452968148e-14      -3.752889177461e-12       1.642549062002e-15       1.829952762127e-12       3.737169698346e-13      -1.669558378952e-15 
  189       7.123722949149e-10       9.773345276060e-14      -3.623441817487e-12       1.662218756968e-15       1.801057078352e-12       3.689577874591e-13      -1.617928519012e-15 
  190       7.147565822736e-10       9.674043397285e-14      -3.490627284856e-12       1.682014390515e-15       1.772775427898e-12       3.642878555870e-13      -1.566846190163e-15 
  191       7.170715897560e-10       9.580996208729e-14      -3.354480116073e-12       1.701934745111e-15       1.745095972761e-12       3.597049599178e-13      -1.516278607992e-15 
  192       7.193165181926e-10       9.494663238542e-14      -3.215037473386e-12       1.721978549747e-15       1.718005195236e-12       3.552066034767e-13      -1.466190193741e-15 
  193       7.214905710618e-10       9.415514763052e-14      -3.072339178954e-12       1.742144479292e-15       1.691487869441e-12       3.507900018444e-13      -1.416542529656e-15 
  194       7.235929545264e-10       9.344031903692e-14      -2.926427749001e-12       1.762431153856e-15       1.665527032838e-12       3.464520783867e-13      -1.367294314316e-15 
  195       7.256228774698e-10       9.280706723934e-14      -2.777348427986e-12       1.782837138149e-15       1.640103957750e-12       3.421894594842e-13      -1.318401317982e-15 
  196       7.275795515321e-10       9.226042326218e-14      -2.625149222766e-12       1.803360940838e-15       1.615198122889e-12       3.379984697620e-13      -1.269816337930e-15 
  197       7.294621911462e-10       9.180552948884e-14      -2.469880936753e-12       1.824001013912e-15       1.590787184874e-12       3.338751273193e-13      -1.221489153791e-15 
  198       7.312700135742e-10       9.144764063100e-14      -2.311597204081e-12       1.844755752036e-15       1.566846949751e-12       3.298151389594e-13      -1.173366482895e-15 
  199       7.330022389437e-10       9.119212469795e-14      -2.150354523770e-12       1.865623491914e-15       1.543351344520e-12       3.258138954188e-13      -1.125391935604e-15 
  200       7.346580902836e-10       9.104446396588e-14      -1.986212293883e-12       1.886602511646e-15       1.520272388652e-12       3.218664665974e-13      -1.077505970655e-15 
  201       7.362368509358e-10       9.100999277883e-14      -1.819229753415e-12       1.907691059601e-15       1.497585675671e-12       3.179685310557e-13      -1.029659735994e-15 
  202       7.377380412842e-10       9.109308806397e-14      -1.649456493452e-12       1.928887444653e-15       1.475287313476e-12       3.141192484165e-13      -9.818577859092e-16 
  203       7.391612547341e-10       9.129792279592e-14      -1.476941333302e-12       1.950189951160e-15       1.453378140572e-12       3.103185831814e-13      -9.341183326546e-16 
  204       7.405061016761e-10       9.162872415831e-14      -1.301735376722e-12       1.971596809488e-15       1.431858312658e-12       3.065663869083e-13      -8.864596316085e-16 
  205       7.417722096918e-10       9.208977373532e-14      -1.123892036942e-12       1.993106195453e-15       1.410727290433e-12       3.028623962026e-13      -8.388999776528e-16 
  206       7.429592237598e-10       9.268540770318e-14      -9.434670616825e-13       2.014716229769e-15       1.389983827402e-12       2.992062307076e-13      -7.914577015509e-16 
  207       7.440668064613e-10       9.342001702167e-14      -7.605185581853e-13       2.036424977497e-15       1.369625957684e-12       2.955973910962e-13      -7.441511663258e-16 
  208       7.450946381858e-10       9.429804762565e-14      -5.751070182326e-13       2.058230447489e-15       1.349650983817e-12       2.920352570611e-13      -6.969987636387e-16 
  209       7.460424173371e-10       9.532400061651e-14      -3.872953431718e-13       2.080130591838e-15       1.330055464568e-12       2.885190853061e-13      -6.500189101666e-16 
  210       7.469098605391e-10       9.650243245376e-14      -1.971488689389e-13       2.102123305319e-15       1.310835202733e-12       2.850480075370e-13      -6.032300439810e-16 
  211       7.476967028413e-10       9.783795514647e-14      -4.735391082195e-15       2.124206424842e-15       1.291985232952e-12       2.816210284525e-13      -5.566506209260e-16 
  212       7.484026979248e-10       9.933523644481e-14       1.898748102146e-13       2.146377728898e-15       1.273499809509e-12       2.782370237351e-13      -5.102991109963e-16 
  213       7.490276183080e-10       1.009990000316e-13       3.866089451087e-13       2.168634937002e-15       1.255372394142e-12       2.748947380421e-13      -4.641939947156e-16 
  214       7.495712555525e-10       1.028340257136e-13       5.853916890745e-13       2.190975709141e-15       1.237595643850e-12       2.715927829964e-13      -4.183537595147e-16 
  215       7.500334204686e-10       1.048451496134e-13       7.861451578805e-13       2.213397645224e-15       1.220161398697e-12       2.683296351775e-13      -3.727968961099e-16 
  216       7.504139433213e-10       1.070372643606e-13       9.887888825655e-13       2.235898284525e-15       1.203060669621e-12       2.651036341126e-13      -3.275418948808e-16 
  217       7.507126740362e-10       1.094153192835e-13       1.193239784415e-12       2.258475105133e-15       1.186283626239e-12       2.619129802672e-13      -2.826072422490e-16 
  218       7.509294824050e-10       1.119843206004e-13       1.399412149939e-12       2.281125523395e-15       1.169819584655e-12       2.587557330363e-13      -2.380114170559e-16 
  219       7.510642582913e-10       1.147493316113e-13       1.607217605846e-12       2.303846893367e-15       1.153656995269e-12       2.556298087352e-13      -1.937728869411e-16 
  220       7.511169118366e-10       1.177154728895e-13       1.816565094021e-12       2.326636506257e-15       1.137783430576e-12       2.525329785904e-13      -1.499101047206e-16 
  221       7.510873736660e-10       1.208879224728e-13       2.027360846503e-12       2.349491589874e-15       1.122185572980e-12       2.494628667309e-13      -1.064415047650e-16 
  222       7.509755950938e-10       1.242719160551e-13       2.239508360460e-12       2.372409308076e-15       1.106849202600e-12       2.464169481783e-13      -6.338549937764e-17 
  223       7.507815483294e-10       1.278727471783e-13       2.452908373165e-12       2.395386760212e-15       1.091759185073e-12       2.433925468388e-13      -2.076047517273e-17 
  224       7.505052452680e-10       1.316954063706e-13       2.667464084308e-12       2.418421105082e-15       1.076902399912e-12       2.403874929111e-13       2.141790975845e-17 
  225       7.501467947776e-10       1.357434723919e-13       2.883097247782e-12       2.441509942799e-15       1.062276760013e-12       2.374021462331e-13       6.314501990725e-17 
  226       7.497063494940e-10       1.400201500637e-13       3.099733066198e-12       2.464650956406e-15       1.047882748517e-12       2.344374991525e-13       1.044194886261e-16 
  227       7.491840878156e-10       1.445286242495e-13       3.317295024098e-12       2.487841789327e-15       1.033720525235e-12       2.314945283667e-13       1.452405768437e-16 
  228       7.485802141534e-10       1.492720591863e-13       3.535704875426e-12       2.511080045101e-15       1.019789921452e-12       2.285741944838e-13       1.856081831134e-16 
  229       7.478949591811e-10       1.542535978168e-13       3.754882630999e-12       2.534363287133e-15       1.006090434734e-12       2.256774415833e-13       2.255228536616e-16 
  230       7.471285800850e-10       1.594763611209e-13       3.974746545973e-12       2.557689038435e-15       9.926212237394e-13       2.228051967776e-13       2.649857924368e-16 
  231       7.462813608144e-10       1.649434474479e-13       4.195213107321e-12       2.581054781365e-15       9.793811030235e-13       2.199583697724e-13       3.039988711572e-16 
  232       7.453536123310e-10       1.706579318482e-13       4.416197021294e-12       2.604457957377e-15       9.663685378491e-13       2.171378524281e-13       3.425646393599e-16 
  233       7.443456728595e-10       1.766228654051e-13       4.637611200899e-12       2.627895966760e-15       9.535816389930e-13       2.143445183206e-13       3.806863344493e-16 
  234       7.432579081375e-10       1.828412745666e-13       4.859366753364e-12       2.651366168381e-15       9.410181575548e-13       2.115792223023e-13       4.183678917452e-16 
  235       7.420907116653e-10       1.893161604777e-13       5.081372967609e-12       2.674865879432e-15       9.286754797641e-13       2.088428000630e-13       4.556139545316e-16 
  236       7.408445049559e-10       1.960504983117e-13       5.303537301719e-12       2.698392375169e-15       9.165506217892e-13       2.061360676910e-13       4.924298841052e-16 
  237       7.395197377856e-10       2.030472366023e-13       5.525765370412e-12       2.721942888656e-15       9.046402245446e-13       2.034598212338e-13       5.288217698239e-16 
  238       7.381168884434e-10       2.103092965756e-13       5.747960932509e-12       2.745514610512e-15       8.929405484993e-13       2.008148362597e-13       5.647964391551e-16 
  239       7.366364639812e-10       2.178395714816e-13       5.970025878402e-12       2.769104688649e-15       8.814474684844e-13       1.982018674179e-13       6.003614677243e-16 
  240       7.350790004641e-10       2.256409259265e-13       6.191860217531e-12       2.792710228019e-15       8.701564685017e-13       1.956216480003e-13       6.355251893638e-16 
  241       7.334450632199e-10       2.337161952043e-13       6.413362065848e-12       2.816328290355e-15       8.590626365310e-13       1.930748895018e-13       6.702967061607e-16 
  242       7.317352470897e-10       2.420681846284e-13       6.634427633287e-12       2.839955893916e-15       8.481606593383e-13       1.905622811817e-13       7.046858985059e-16 
  243       7.299501766777e-10       2.506996688643e-13       6.854951211240e-12       2.863590013230e-15       8.374448172842e-13       1.880844896245e-13       7.387034351424e-16 
  244       7.280905066009e-10       2.596133912603e-13       7.074825160019e-12       2.887227578834e-15       8.269089791313e-13       1.856421583011e-13       7.723607832137e-16 
  245       7.261569217397e-10       2.688120631804e-13       7.293939896334e-12       2.910865477022e-15       8.165465968524e-13       1.832359071293e-13       8.056702183124e-16 
  246       7.241501374877e-10       2.782983633355e-13       7.512183880757e-12       2.934500549586e-15       8.063507004386e-13       1.808663320352e-13       8.386448345285e-16 
  247       7.220709000013e-10       2.880749371157e-13       7.729443605197e-12       2.958129593560e-15       7.963138927072e-13       1.785340045141e-13       8.712985544983e-16 
  248       7.199199864506e-10       2.981443959217e-13       7.945603580366e-12       2.981749360960e-15       7.864283441095e-13       1.762394711913e-13       9.036461394526e-16 
  249       7.176982052686e-10       3.085093164971e-13       8.160546323252e-12       3.005356558532e-15       7.766857875392e-13       1.739832533833e-13       9.357031992650e-16 
